1997-01-02 1.6865 2.3167
1997-01-03 1.6905 2.3224
1997-01-06 1.6855 2.3056
1997-01-07 1.6951 2.2999
1997-01-08 1.6884 2.285
1997-01-09 1.6947 2.2906
1997-01-10 1.6817 2.2666
1997-01-13 1.6725 2.2557
1997-01-14 1.6701 2.2551
1997-01-15 1.6783 2.2521
1997-01-16 1.6767 2.2449
1997-01-17 1.6707 2.2379
1997-01-20 1.6603 2.2195
1997-01-21 1.6637 2.227
1997-01-22 1.6537 2.2082
1997-01-23 1.6295 2.1858
1997-01-24 1.6279 2.1952
1997-01-27 1.6235 2.1818
1997-01-28 1.6161 2.1661
1997-01-29 1.6212 2.181
1997-01-30 1.6094 2.1694
1997-01-31 1.6023 2.1588
1997-02-03 1.6146 2.1687
1997-02-04 1.6207 2.1768
1997-02-05 1.6377 2.1996
1997-02-06 1.6351 2.2044
1997-02-07 1.623 2.1898
1997-02-10 1.6387 2.2152
1997-02-11 1.6445 2.2293
1997-02-12 1.6335 2.214
1997-02-13 1.6243 2.1975
1997-02-14 1.6211 2.1882
1997-02-17 1.6181 2.187
1997-02-18 1.6031 2.1762
1997-02-19 1.6139 2.1941
1997-02-20 1.6111 2.1905
1997-02-21 1.6155 2.2006
1997-02-24 1.6335 2.2247
1997-02-25 1.6327 2.2198
1997-02-26 1.6335 2.2312
1997-02-27 1.6291 2.2276
1997-02-28 1.6291 2.2262
1997-03-03 1.6177 2.2117
1997-03-04 1.6163 2.2142
1997-03-05 1.611 2.204
1997-03-06 1.6133 2.2012
1997-03-07 1.6035 2.1936
1997-03-10 1.6009 2.1948
1997-03-11 1.606 2.1948
1997-03-12 1.5927 2.1718
1997-03-13 1.597 2.1769
1997-03-14 1.6025 2.1845
1997-03-17 1.5901 2.1775
1997-03-18 1.5895 2.1838
1997-03-19 1.5981 2.203
1997-03-20 1.5942 2.1981
1997-03-21 1.6017 2.2102
1997-03-24 1.617 2.2282
1997-03-25 1.6172 2.2277
1997-03-26 1.628 2.2372
1997-03-27 1.6315 2.2467
1997-03-31 1.6452 2.2775
1997-04-01 1.6488 2.2856
1997-04-02 1.6425 2.279
1997-04-03 1.6455 2.2849
1997-04-04 1.638 2.2801
1997-04-07 1.6278 2.2615
1997-04-08 1.6235 2.2531
1997-04-09 1.6215 2.25
1997-04-10 1.6235 2.2589
1997-04-11 1.6246 2.2705
1997-04-14 1.6227 2.2693
1997-04-15 1.6267 2.2718
1997-04-16 1.6245 2.2702
1997-04-17 1.6313 2.2794
1997-04-18 1.632 2.2837
1997-04-21 1.6352 2.2854
1997-04-22 1.6366 2.2839
1997-04-23 1.6221 2.2612
1997-04-24 1.6255 2.2638
1997-04-25 1.6238 2.2676
1997-04-28 1.6235 2.2721
1997-04-29 1.6326 2.2817
1997-04-30 1.6205 2.2638
1997-05-01 1.6242 2.255
1997-05-02 1.6223 2.2438
1997-05-05 1.6203 2.2378
1997-05-06 1.6375 2.2561
1997-05-07 1.6371 2.2618
1997-05-08 1.6201 2.2408
1997-05-09 1.6212 2.2561
1997-05-12 1.6237 2.2563
1997-05-13 1.6321 2.2619
1997-05-14 1.6321 2.2619
1997-05-15 1.6387 2.2598
1997-05-16 1.6377 2.2436
1997-05-20 1.6444 2.2618
1997-05-21 1.6465 2.2506
1997-05-22 1.6265 2.2309
1997-05-23 1.633 2.2452
1997-05-26 1.6405 2.2586
1997-05-27 1.6287 2.2512
1997-05-28 1.6379 2.2664
1997-05-29 1.6407 2.2658
1997-05-30 1.6357 2.2587
1997-06-02 1.6343 2.2514
1997-06-03 1.6361 2.2477
1997-06-04 1.6279 2.2395
1997-06-05 1.6334 2.2477
1997-06-06 1.6286 2.2538
1997-06-09 1.6353 2.2673
1997-06-10 1.6385 2.2715
1997-06-11 1.6373 2.2708
1997-06-12 1.636 2.2614
1997-06-13 1.636 2.2552
1997-06-16 1.6368 2.2657
1997-06-17 1.6389 2.271
1997-06-18 1.6383 2.2722
1997-06-19 1.6483 2.2882
1997-06-20 1.6545 2.3041
1997-06-23 1.6687 2.3182
1997-06-24 1.6643 2.3147
1997-06-25 1.6634 2.3201
1997-06-26 1.6667 2.3022
1997-06-27 1.6617 2.2951
1997-06-30 1.6653 2.2999
1997-07-02 1.6663 2.295
1997-07-03 1.6892 2.3196
1997-07-04 1.6861 2.317
1997-07-07 1.687 2.3215
1997-07-08 1.6885 2.3205
1997-07-09 1.6841 2.3119
1997-07-10 1.6887 2.3193
1997-07-11 1.6943 2.3219
1997-07-14 1.6901 2.3129
1997-07-15 1.6766 2.2977
1997-07-16 1.6745 2.2999
1997-07-17 1.6753 2.3087
1997-07-18 1.6783 2.3065
1997-07-21 1.6777 2.306
1997-07-22 1.6739 2.3128
1997-07-23 1.6775 2.3168
1997-07-24 1.6733 2.3145
1997-07-25 1.6643 2.3049
1997-07-28 1.6285 2.2579
1997-07-29 1.6285 2.256
1997-07-30 1.6314 2.2533
1997-07-31 1.6409 2.2667
1997-08-01 1.6351 2.2555
1997-08-05 1.6253 2.2449
1997-08-06 1.6013 2.2205
1997-08-07 1.588 2.203
1997-08-08 1.5852 2.2077
1997-08-11 1.59 2.2149
1997-08-12 1.5774 2.1975
1997-08-13 1.5822 2.2059
1997-08-14 1.5868 2.2064
1997-08-15 1.609 2.237
1997-08-18 1.6095 2.2343
1997-08-19 1.6039 2.2365
1997-08-20 1.5927 2.2199
1997-08-21 1.5905 2.2192
1997-08-22 1.6111 2.2472
1997-08-25 1.6057 2.2343
1997-08-26 1.6127 2.2492
1997-08-27 1.6105 2.2415
1997-08-28 1.6151 2.2411
1997-08-29 1.6211 2.2509
1997-09-02 1.5903 2.2013
1997-09-03 1.5862 2.1939
1997-09-04 1.5863 2.1975
1997-09-05 1.5925 2.2012
1997-09-08 1.5831 2.1893
1997-09-09 1.5885 2.199
1997-09-10 1.589 2.2006
1997-09-11 1.597 2.2225
1997-09-12 1.61 2.2432
1997-09-15 1.6045 2.2331
1997-09-16 1.5941 2.2183
1997-09-17 1.5991 2.2204
1997-09-18 1.6134 2.245
1997-09-19 1.611 2.2393
1997-09-22 1.6025 2.225
1997-09-23 1.6125 2.2414
1997-09-24 1.6107 2.2345
1997-09-25 1.6284 2.2538
1997-09-26 1.6099 2.2276
1997-09-29 1.6165 2.2379
1997-09-30 1.6125 2.2285
1997-10-01 1.6147 2.2263
1997-10-02 1.6141 2.2183
1997-10-03 1.6143 2.214
1997-10-06 1.6139 2.2133
1997-10-07 1.6204 2.2243
1997-10-08 1.6205 2.224
1997-10-09 1.6252 2.2343
1997-10-10 1.6212 2.236
1997-10-14 1.6197 2.2384
1997-10-15 1.6239 2.2511
1997-10-16 1.6187 2.2444
1997-10-17 1.6145 2.2375
1997-10-20 1.63 2.2572
1997-10-21 1.6337 2.2689
1997-10-22 1.6341 2.2732
1997-10-23 1.6324 2.2682
1997-10-24 1.6349 2.2751
1997-10-27 1.6555 2.3141
1997-10-28 1.6751 2.3599
1997-10-29 1.6739 2.3476
1997-10-30 1.6654 2.3432
1997-10-31 1.6776 2.3641
1997-11-03 1.6768 2.3589
1997-11-04 1.6835 2.3631
1997-11-05 1.6777 2.3491
1997-11-06 1.6931 2.3734
1997-11-07 1.6907 2.3829
1997-11-10 1.6935 2.3833
1997-11-12 1.704 2.4006
1997-11-13 1.7014 2.3953
1997-11-14 1.6933 2.3918
1997-11-17 1.694 2.3963
1997-11-18 1.6966 2.3993
1997-11-19 1.6916 2.3936
1997-11-20 1.6933 2.4058
1997-11-21 1.69 2.3942
1997-11-24 1.6895 2.4006
1997-11-25 1.6813 2.3837
1997-11-26 1.6743 2.3855
1997-11-27 1.6721 2.3817
1997-11-28 1.689 2.4055
1997-12-01 1.6825 2.3969
1997-12-02 1.6824 2.3918
1997-12-03 1.6845 2.3883
1997-12-04 1.6719 2.3781
1997-12-05 1.6575 2.3581
1997-12-08 1.6475 2.3426
1997-12-09 1.6531 2.3512
1997-12-10 1.6499 2.3495
1997-12-11 1.6561 2.3642
1997-12-12 1.6501 2.3442
1997-12-15 1.6343 2.3222
1997-12-16 1.6327 2.3243
1997-12-17 1.651 2.349
1997-12-18 1.6627 2.3682
